IdEstacion;Nombre Estacion;Latitud;Longitud;Altura;Año;Mes;Dia;TMinima;TMaxima
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2012;6;15;16.7;20.1
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2012;6;16;18.5;21.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2012;6;17;18.4;20.8
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2012;6;18;18.5;21.2
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2012;6;19;18.3;21.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2012;6;20;17.9;20.7
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2012;6;21;17.4;19.9
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2012;6;22;16.9;20.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2012;6;23;16.9;19.1
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2012;6;24;17.3;20.2
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2012;6;25;16.4;19.1
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2012;6;26;17.5;19.7
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2012;6;27;15.3;19.0
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2012;6;28;16.8;18.6
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2012;6;29;17.0;18.6
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2012;6;30;17.0;19.6
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2012;7;1;14.0;19.3
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2012;7;2;14.7;19.9
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2012;7;3;17.1;19.3
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2012;7;4;17.0;19.1
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2012;7;5;16.4;18.7
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2012;7;6;16.2;19.2
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2012;7;7;16.0;19.2
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2012;7;8;16.3;18.7
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2012;7;9;16.4;19.5
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2012;7;10;16.9;18.5
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2012;7;11;16.3;20.6
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2012;7;12;15.5;18.6
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2012;7;13;16.6;19.1
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;70&deg 20' 9'' W;63;2012;7;14;16.8;19.5
